Bagus cara mendaftar gampang bagi yg sudah tau. cuma untuk pendaftaran diaplikasi kadang bermasalah. Alternatif lain bisa diweb SUBSIDI TEPAT. Terkadang ada Hp yg tidak support dengan aplikasinya. Untuk Edit data Lebih bagus di aplikasi karena diweb sering bug. Web hanya (untuk daftar) 1. centang 2.pilih daftar sekarang. 3.isi data pendaftaran 4.disini ukuran foto tidak boleh dari 2 MB (harus di kompres). 5.untuk kode verifikasi akan dikirim melalui email.	5	positif
Bagus cuma barkotnya lama masih nunggu......	4	positif
Bagus dan bermanfaat	4	positif
Bagus dan manfaat	5	positif
Bagus dan mempermudah proses pembayaran yang efisien	4	positif
Bagus dan menolong.	5	positif
Bagus dan saya sdh memakainya ðŸ˜‚. Kendala ada di lapangan, wkt proses pengisian (pembelian) BBM lbh lama (antri) ðŸ˜”	4	positif
Bagus dn sangat mendukung aktifitas sehari hari Good Aplicasi Mypertamina	4	positif
Bagus dng servis nya my pertamina	5	positif
Bagus kok.. saya udah bisa pake.. lancar lancar aja.. cuma sayang metode pembayaran hanya bisa pake link aja.. terpaksa download link aja dan top up,	4	positif
bagus lah..tpi kadang barcodnya sering kadaluarsa. pdhl bru seminggu.... tolong dong di perbaiki lagi	4	positif
Bagus lancar hebat	5	positif
Bagus mantapzz aplikasi nya	5	positif
Bagus memudahkan pengguna	5	positif
Bagus mudah2an	5	positif
Bagus pelayanannya semoga bertambah baik untuk pelayanan slanjutnya	4	positif
Bagus sangat membantu	5	positif
Bagus sangat membantu	5	positif
bagus sekali	5	positif
Bagus sekali aplikaainya dan mudah di pakai	4	positif
Bagus tapi belum mencoba pakai my pertamina	4	positif
Bagus tingkatkan	5	positif
Bagus untuk mendapat informasi harga BBM.	4	positif
Bagus untuk yg berpendidikan...	5	positif
Bagus utk check	4	positif
bagus!! utk target tepat sasaransy dulu jg pernah kepikiran bagaimana cara bedain antara yg berhak atas bantuan subsidi juga yg maruk HAK. tp alangkah lbh baiknya di kembangkan lagi seperti login otomatis. juga mohon di pikirkan ulang utk lansia atau org tua maaf yg gaptek atau tdk bs memebeli dan mengoprasikan gadget utk diberi alternatif seperti kartu khusus misalnya trimakasih	4	positif
Bagus, mudah digunakan, dapat potongan harga beli BBM pertamax	4	positif
Bagus, sudah mengikuti perkembangan zaman, tapi kalau menurut sya sih ya, ini hanya saran saja, seandainya ada kartu fisiknya untuk metode pembayaran mungkin bisa memper mudah transaksi bagi semua orang terutama orang awam yg minim IT, lalu topupnya bisa lewat indomart atau alfamart	5	positif
Bagus, tanya : pembayaran melalui kartu debit bca blm bisa ya?	4	positif
Bagus,,,tingkatkan pelayanan !!!	4	positif
baguslah	4	positif
Bagussss sihhh menurutkuu, di jakarta oke oke sajaaa, makasih pertaminaa!!	5	positif
Bahaya main HP di SPBU	1	negatif
Baik	4	positif
Baik	4	positif
Baik aplikasinya	5	positif
Baik baru coba	4	positif
Baik cepat	4	positif
Baik cinta tanah air indonesia	5	positif
Baik pelayanan nya	4	positif
Baik pelayanannya	4	positif
Baik sekali dalam pelayanan.	5	positif
Baik sekali, semoga berjalan lancar dan tepat sasaran	4	positif
Baik terimakasih Pertamina	5	positif
Baik untuk rakyat kecil	5	positif
Baik untuk subsidi	4	positif
Baik, tapi agak ribet	4	positif
Baik, terima kasih pertamina	5	positif
Bangga buatan anak negeri ,mantap	5	positif
Bangga dengan produk Indonesia.	5	positif
Banyak aturan garai ndas mumet	2	negatif
Banyak peraturan, solialisasi ke masyarakat tentang program tidak ada	2	negatif
Banyak Pom pertamina tidak bisa bayar dengan mypertamina. Kecewa	2	negatif
Banyak SPBU didaerah yg sering terkendala waktu bayar pakai aplikasi ini.	2	negatif
Baru di coba	4	positif
Baru di coba	4	positif
Baru mau buka aja susah	2	negatif
Baru mau coba Insyallah bermanfaat	5	positif
Baru mau coba.semoga lancar	4	positif
Baru mau daftar,nik sudah terdaftar gimana???	2	negatif
Baru mau di lihat kelanjutanya	5	positif
Baru mau loading, moga fungsional	4	positif
Baru mau pngajuan solar buat bjak sawah..	4	positif
Baru mau tertib administrasi....eh ratingnya sudah pada banyak yang complain.Next time ajalah,mana hp segmen menengah kebawah juga.	2	negatif
Baru memperbaharuhi malah g bisa buka subsidi tepat nya!!!	2	negatif
Bbm mahal g apa2 yg penting ada	5	positif
"Begitu di gunakan malah notif "" terjadi kesalahan pada aplikasi, mohon di coba beberapa saat "". Bagaimana ya ini? Sedangkan saya sudah nyoba lebih 8 menit an dan di belakang saya pada ngantri. Adehhh Peraturan yg menurut saya tolong di kaji lagi Belum lagi harus tersambung ke apk link aja"	1	negatif
Bekerja dengan baik	5	positif
Beli bbm tdk pke uang tunai	5	positif
Beli bensi skrg hrs pakai aplikasi ini yes	5	positif
Beli bensin jam 20.00 pasti barcode nya gak keluar dari mesin EDC. Menyusahkan	2	negatif
Beli bensin ribet amat	1	negatif
Beli minyak kok sulit	1	negatif
"Belum bisa kasih ulasan yang lengkap karena baru donlot dan baru sinkron dengan aplikasi pembayaran. Setelah semaleman mencoba daftar ternyata ""SUSAH!!!. gagal terus, dengan muncul notif ""sepertinya terjadi kesalahan, harap coba lagi"", giliran dicoba lagi malah ada notif NIK sudah digunakan.. Parah!!. Terpaksa memangkas bintangnya menjadi hanya satu..... Agar menjadi perhatian buat developer nya...."	1	negatif
Belum bisa pake	2	negatif
Belum di coba	4	positif
Belum dicloba	4	positif
Belum dicoba, tapi oke	5	positif
Belum digunakan dan blm tahu caranya	2	negatif
Belum pernah di coba	4	positif
Belum semua SPBU ready...di daerah Ciracas n Cipayung belum ada yang bisa dipakai...	2	negatif
belum sepenuhnya membantu	2	negatif
belum terasa manfaatnya...	2	negatif
Benahi dulu sinyalnya di SPBU , dan pastikan seluruh konsumen Pertamina sudah punya dan bisa mengoperasikan smartphone	2	negatif
Benar seperti keluhan yang lain, coba untuk di perbaiki terlebih dahulu dari sistem nya, supaya tidak ada kesalahan berikutnya, contohnya di bagian verifikasi, sudah menggunakan WiFi dan data seluler masih aja tidak bisa untuk bagian OTP nya, mohon sekali, apabila ingin menggunakan sistem aplikasi untuk metode pembayaran tolong di perbaiki, jangan hanya rakyat yang jadi bahan uji coba, terimakasih semoga kritik yang sudah banyak di sampaikan jadi acuan buat lebih baik lagi	1	negatif
Bensin boros,	2	negatif
Berbenah terus ya min	5	positif
Beres..	4	positif
Berfikir sebelum membuat aturan ..	2	negatif
Berharap aplikasi dpt membantu sy..dan masyarakat..	5	positif
berikan nota kpd consumen tanpa harus diminta,	4	positif
Bermanfaat	4	positif
Bermanfaat bagi kita	5	positif
Bermanfaat menjaga uang negara	5	positif
Berpikir positif dulu, klo memang efektif bisa mendiskriminasi mobil pejabat atau bahkan mafia bbm,kita dukung 100%	4	positif
Bersama Pertamina membangun negeri	5	positif
biar bintang yg bicara , sementara idem dulu	4	positif
Biar bintang yg bicara..	1	negatif
Biaya admin ke link aja Rp 1000 per 1x Top Up buat apa??	2	negatif
Bikin bingung	2	negatif
Bikin kerjaan aja su	1	negatif
Bikin pusing ae ahh	1	negatif
Bikin rakyat tambah susah	1	negatif
Bikin ribet ah ,	1	negatif
Bikin ribet aja	2	negatif
Bikin ribet aja enak bayar kesssðŸ¤ªðŸ¤ªðŸ¤ªðŸ¤ªðŸ¤ª	1	negatif
bikin ribet aja lo	1	negatif
Bikin ribet aja, ahaha	1	negatif
Bikin ribet ajah pusing kepala	2	negatif
Bikin ribet bet bet bet	1	negatif
Bikin Ribet dan menyusahkan rakyat Kecil	1	negatif
Bikin ribet jual aplikasinya	1	negatif
Bikin ribet min....	1	negatif
Bikin ribet..menyusah kan masyarakatðŸ˜ 	1	negatif
Bikin susah aja beli bengsin	1	negatif
Bikin susah masyarakat	1	negatif
bikin susah masyarakat	2	negatif
Bikin susah masyarakat aja lu	1	negatif
Bikin susah masyarakat... ðŸ˜ˆðŸ˜ˆðŸ˜ˆ	1	negatif
Bikin susah orang wkwk	1	negatif
Bikin susah rakyat . Beli bbm pakai apl Masih di arahkan pakai aplikasi pem bayaran..negara kok bisnis	2	negatif
Bikin susah rakyat saja	1	negatif
Bikin susah rakyat sendiri.celakalah pemimpin rakyat..	2	negatif
Bikin susah rakyat...	1	negatif
Bikin susah.. Bahasanya ruwettttttttt	1	negatif
Bingun cara pakainya	1	negatif
Bintang 1 aja ya, maaf	1	negatif
Bintang 1 dulu ya ðŸŒ	1	negatif
Bintang 2 cukup lah... Kasian juga aku	2	negatif
Bintang 2 dulu saja untuk perbaikan aplikasi menjadi lebih baik	2	negatif
Bintang 4 dlu, tar klo terbukti bagus bisa ditambahin.	4	positif
Bintang 4 dulu. Sudah bagus. Tetapi perlu ditingkatkan lagi untuk metode pembayarannya jangan terbatas linkaja. Smg kedepan ada metode pembayar lain yang lebih memudahan konsumen.	4	positif
Bintang 5 demi kemajuan Pertamina	5	positif
bintang 5 lah buat Indonesia developer	5	positif
Bintang dua dulu ya, klo bagus nanti nambah.	2	negatif
bintang satu aja soalnya nyusahin	1	negatif
Bintang satu dulu ðŸ¤­ðŸ¤­ðŸ¤­ðŸ¤­	1	negatif
bintang satu soalnya Skema Ponzi	1	negatif
Bintang yang berbicara ðŸ‘ðŸ‘ðŸ‘	4	positif
Bisa digunakan walau slow response	4	positif
Bisa ditingkatkan lagi	5	positif
bisa membantu proses beli petralit	4	positif
Bisa mengontrol pengeluaran BBM mobil saya	5	positif
Bisa pula NIK tidak terdaftar	2	negatif
Bisakah verifikasinya di percepat	2	negatif
Bisanya cuma pake linkaja ribet, coba di tambahin e walet nya.	2	negatif
Bitang 4 dlu y	4	positif
Blm coba.. bingung caranya	2	negatif
Blm menggunakan	4	positif
Blm.cba gmn hasilya kalu emng bgus kasih ful	2	negatif
Blokir nih software	2	negatif
Blum mencoba semoga layanan nya baik	4	positif
Bng kok isi bensin kudu daftar dulu sihhhðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­	2	negatif
Bolehlah	4	positif
Buat apa gak guna	1	negatif
Buat apa pilih yg gampang kalo ada yang lebih ribet,, maju terus pertamina, kami gak mau nasibmu sama kaya Garuda IndonesiaðŸ‘	2	negatif
Buat deposito slot bisa	4	positif
Buat pengguna baru harusnya dpt voucher gratis isi BBM dong hehehe	4	positif
Buat saya ribet	2	negatif
buka di google password bisa login tapi tulisan salah password	2	negatif
Bukankah waktu berada di SPBU ada larangan menghidupkan hp?ðŸ¤”	2	negatif
Bukannya tidak boleh ya bermain HP di dekat Pom bensin apalagi untuk hp yang flashnya error atau menyala sendiri?	2	negatif
Bukanya lemot heuy ... Apa Krn banyak menu kali ya ... ðŸ™	2	negatif
BUMN terbaik di Indonesia	5	positif
Burik, daftar aja ribet	1	negatif
Buruk tytyd Gajelas menyusahkan rakyat woyy, para cungkok cungkok negara	1	negatif
Buruk, cuma buat peras rakyat	1	negatif
Cara mempersulit rakyat	1	negatif
Cara paksa rakyat membeli pertamax	1	negatif
Cepat responnya	4	positif
Cepat tepat akurat	5	positif
Cieee katanya di hack bjorka ðŸ¤£	1	negatif
Coba aja dahulu	2	negatif
Coba buat aplikasi ini menjadi lebih nyaman lagi dan mudah di pahami seperti aplikasi Bukalapak jujur saya agak keder makenya	4	positif
Coba dong pembayaran dari dana bisa jangan dari link aja saya sebagai anak sekola keribetan kalau dari link aja	2	negatif
Coba dulu	2	negatif
Coba dulu	4	positif
Coba dulu	4	positif
Coba dulu	4	positif
Coba dulu	4	positif
Coba dulu mudah2an bermanfaat	4	positif
Coba dulu semoga bermanfaat dengan baik!	5	positif
Coba dulu, klo cocok kasih full	4	positif
Coba dulu..	4	positif
Coba my Pertamina bisa buat bayar ini itu lebih mantap	5	positif
cukup	4	positif
Cukup bagus	4	positif
Cukup bagus, namun perlu waktu untuk penyesuaian. Dan efektifitas	4	positif
Cukup baik	4	positif
Cukup Lumayan Membantu,lah Menurut Saya...	4	positif
Cukup membantu	4	positif
Cukup membantu banget	5	positif
Cukup membantu walaupun aga ribet	4	positif
Cukup mempermudah konsumen	4	positif
Cuma mau ikut ikutan banhðŸ‘	1	negatif
Dafar My Pertamina. Caranya Mendapatkan aplikasi my pertamima	5	positif
Daftar aja susah	1	negatif
Daftar aje ribet!!! Males jadinya saya	1	negatif
Daftar dan log in tidak ada kendala. Pembayaran Pertamax dengan LinkAja selalu berhasil. Mungkin diperbaiki saja untuk log in , karena kalau lama tidak buka apps harus log in manual lagi, tidak otomatis tersimpan.	5	positif
Daftar dengan mudah memakai pc atau laptop Lewat mypertamina dan langsung dapat kode QR	4	positif
Daftar gagal terus ðŸ™‚ Terjadi kesalahan	2	negatif
Daftar kendaraannya gak bisa, gimanamau digunakan... hadehh	2	negatif
Daftar mypertamina ga bisa bisa	2	negatif
"Daftar waktu Unggah foto kendaraan ""File melebihi batas ukuran"", foto plat kendaraan ""File melebihi batas ukuran"" sudah dicoba berulang kali tetap masih aja. Sistem belum siap tapi sudah diberlakukan payahhlahhh..."	1	negatif
Daftar,sudah vertifikasi sms sudah..kode vertifikasi terkirim sampai 6 x.keterangan selanjutnya apa bos..?kok blom conec ke link aja....	2	negatif
Daftarnya harus sabar.. Aplikasi mudah di mengerti.. Kalo wilayah bogor kota.. Oke pas download , daftar lalu login itu okee.. Semoga bermanfaat nih apk nya..	4	positif
"Daftarnya ribet banget,pake foto kaya org ajuin pinjol harusnya isi NIK foto ktp foto STNK cukup,kan sudah ada data di dukcapil+samsat otomatis keluar deh data kendaraan,ini segala foto STNK bolak balik,foto mobilnya lagi foto plat juga,udh gt semua sudah selesai di isi dengan ribet ujungnya ga bs ke input ada tulisan ""sepertinya terjadi kesalahan,harap coba beberapa saat lagi"", mempersulit rakyat."	1	negatif
dah lah. biar bintang yg bicara	1	negatif
Dah mau dftr keluar sendiri, krim kode jg kluar lagi hadeh.	2	negatif
Dalam pembelian agar di permudah lg	5	positif
Dapat kode QR baru kasih 5 star	2	negatif
Dari aplikasi gakbisa cek kenderaan Tolong lebih di maksimalkan bos	2	negatif
Dari segi UI sudah bagus, tapi masih banyak kekurangan di server nya...ini pengalaman gw... Kode otp baru masuk setalah 1 menit menunggu... ping yang tidak stabil dan masih loading.... Bayangkan nanti jika Pembelian BBm sudah di wajibkan lewat aplikasi, kalau toh server sering down, Bukankah akan meningkatkan angka kemacetan dan Kerusakan jalan... Belum lagi penyebaran jaringan di Indonesia belum merata.... Bukanya saya ingin memprotes kebijakan pemerintah... Tetapi, tolong untuk kedepannya..	1	negatif
Daripada ribet ribet lebih baik jangan ada subsidi BBM kecuali untuk angkutan umum daripada diatur tapi SDM mypetamina belum siap dan cepat malah menimbulkan kerumunan dan menimbulkan konflik ..jadi kita harus bijak,ada saatnya kita hidup dibantu dengan subsidi..sekarang saatnya kita hidup tanpa subsidi ...	2	negatif
Data seperti ini mmg sgt diperlukan	5	positif
Dear Developer, Please fix the bug where customers always failed to pay when scanned the barcode. Waiting for new update for better version Thanks Your beloved customer	2	negatif
Definisi mempersulit orang	1	negatif
Dengan adanya aplikasi ini masyarakat semakin terbantu, dengan sistem pembayaran yang lebih simple dan semakin cepat, dan dengan adanya aplikasi ini saya sangat termotivasi dan semangat bangun pagi untuk bekerja, tpi sangat disayangkan , tolong untuk di setiap Pom di sediakan WIFI karena kartu saya tidak ada sinyal, ditambah dengan adanya warung kopi di sebelah Pom bensin guna apabila masyarakat yang kelelahan menunggu antrian , bisa sambil pesen kopi dan WIFI an tentunya, Terimakasih	5	positif
Dengan adanya my pertamina lebih memudahkan pembayaran dengan digital payment terlebih di era sekarang banyak sekali pembayaran melalu e-payment. Tidak repot mengeluarkan dompet, pembayaran bisa mengeluarkan handphone dan tinggal mengklik denga berbagai payment tersedia. Terimakasih my pertamina.	5	positif
Dengan aplikasi my pertamina mudah-mudahan subsidi ini jadi lebih tepat sasaran	4	positif
Dengan aplikasi MyPertamina konsumen akan bisa lebih hemat dalam pembelian bahan bakar Pertalite...	4	positif
Dengan Aplikasi MyPertamina sangat membantu sekali, karena mengurangi antrean panjaaaaang sekali... sebagai saran myPertamina jangan pelit poin ya.. udh puluhan liter isi bensin blom ada kasih poin.. untuk sementara tak kasih bintang 4, ntar klo sdh ga pelit poin tak kasih bintang 5.	4	positif
Dengan memiliki aplikasi ini mengurangi kecemasan terhadap kebutuhan ketersediaan bbm dalam berkendaraan. Hanya saja, aplikasinya harus didukung dengan jaringan internet yang cukup kuat.	4	positif
Di coba dulu, kalau cocok gw lanjut,	5	positif
"Di LARANG BERMAIN HANDPHONE SAAT MENGISI BAHAN BAKAR , Apakah Anda Lupa Dengan Peraturan Yang Anda buat sendiri...??? KASIH SOLUSI APABILA HANDPHONE 1. Tidak ada paket data 2. Lowbatt 3. Aplikasi Anda minta update dikala antri 4. Dan apabila Sang Pembeli Tidak Mempunyai HP SEDANGKAN JARAK SPBU DARI RUMAH PEMBELI JAUH , APA IYA SURUH PULANG... Seperti Apk ""PEDULI LINDUNGI"" saja Sudah Bikin Emosi warga Pribumi apalagi ini.....??? #Naikanpajakmobilmewah saja sudah jadi Buat bayar subsidi. ."	2	negatif
Di madura talang siring ke parenduen solar sering habis kecewa banget bolak balik gak ada terus	2	negatif
Di nikmati	4	positif
Di pom main hp itu pajangan simbol	2	negatif
Dicoba dulu kalaw bisa bermanfaat dengan baik.	4	positif
Digitalisasi lintah darat	1	negatif
dimana-mana kalau belanja pakai aplikasi, kita tinggal duduk santai barangnya diantar ke rumah. Ini kita sudah datang ke penjual, capek-capek antri cuma demi 1 jenis barang, install aplikasi yang tidak perlu, masih mau dipaksa tidak boleh bayar cash..? Masih jaaauuh mending HP penuh aplikasi seperti grab, gojek, shopee, tokopedia, atau bukalapak. Tapi bebas belanja ribuan item, barangnya di antar sampai rumah.	1	negatif
Dipercepat lagi akses menunya	4	positif
Dipermudah lagi cara daftarnya my Pertamina	5	positif
Disain nya bagus, banyak event nya, bisa ngumpulin poin untuk ditukarkan hadiah, cuma topupnya aja yang mahal	4	positif
Disuruh download tp tempatnya ngg nyediain pembayaran lewat aplikasiðŸ‘Ž	2	negatif
Ditingkatkan yg lebih baik	5	positif
Ditunggu updatean terbaiknya	5	positif
Download nya susah banget	2	negatif
Dua star dulu bosQ,,,soalnya klu mau masuk sering masukkan pin,pas masuk ga'bs buka	2	negatif
Dukung karya anak bangsa!	5	positif
Dukung karya anak bangsa...	5	positif
Dukung program pemerintah	5	positif
Easy application for topping fuel oil and refill LPG	5	positif
Email saya kenapa tidak sesuai yah.	2	negatif
EMANG KALOK NGK NIAT BIKIN APLIKASI DIHAPUS AJ BIKIN ORANG KESEL.	1	negatif
Emang meyusahkan udah ngikutin petunjuk masih aja nomor telepon salah aduh payahðŸ˜´	2	negatif
Empat aja dulu...	4	positif
Empat dulu lah, perlu penyempurnaan	4	positif
Enjoy Pertamina	4	positif
Entahlah. Mau tak mau, Kita rakyat kecil mengikuti apa kebijakan pemerintah.	2	negatif
Erar eror aplikasinya	2	negatif
Excelent	4	positif
Feed back atas isian pengguna.. lama sekali diverifikasi	2	negatif
Finally completed	4	positif
Fitur pembayaran belum lengkap	2	negatif
Formulir belum selesai di isi dah keluar lagi... Aduh capek	2	negatif
Friendly use deh ini, terimakasih Pertamina..	5	positif
Ga ada fitur private service dan layanan pijat sampe rumah,kemarin udah dateng orangnya bawa gorengan 5 terus pergi lagi ke Jerman membawa......	2	negatif
Ga ada gunanya ga bisa dipake	2	negatif
Ga bisa daftar, kendala server !	2	negatif
Ga bisa log in karna jaringan kesendat padahal jaringan besar	2	negatif
Ga bisa masuk iki piye min	1	negatif
Gabisa menghubungkan dengan link ajah? Gimana mau transaksi?	2	negatif
Gabisa ngirim otp	1	negatif
Gak ada bintang 0 ya ?	1	negatif
Gak bisa daftar bikin supir ribet aja	2	negatif
Gak bisa dipake masak kendaraan jenis bensin, katanya udah terdaftar solar	2	negatif
Gak bisa login padahal udah daptar di google	2	negatif
Gak efisien. Ribet. Proses daftar di link subsiditepat belum selesai, sudah keluar, ketika mau lanjut pengisian data, harus ulang lagi dari awal. Ketika pengsian form segera di simpan, otomatis kembali ke bagian depan. Kirain udh bisa login, ternyata gagal karena nik sudah terdaftar. Hadeh.. Ribet nian	1	negatif
Gak guna ditempatku	1	negatif
Gak guna njir. Abisin kuota	1	negatif
Gak jelas	2	negatif
Gak ngerti gua massa mobil gua solar udah ada yang pake jadi pertalit !!!!	2	negatif
gak penting sumpah ribet tolol	1	negatif
GAME MONOPOLI NO.2 (setelah Game Peduli Lindungi)	2	negatif
Gampang gampang susah	4	positif
Ganti nomer telepon gak bisa gimna ya caranya kurang satu huruf	2	negatif
"Gara"" Bolak balik masuk, karna daftarnya susah, malah akunku dinonaktifkan 1 hari.. Wkwkwk gokil pertamina,"	2	negatif
Gara2ini. Isi minyak susah	1	negatif
gatau gasuka aja	1	negatif
Gimana cara ya Ko masukan data susah sekali	2	negatif
Gimana sih dpt in poin Kya susah bngt d jls kn	2	negatif
Gini amat Indonesia	1	negatif
Gk guna aplikasi ny mempersulit masyarakat miskin	1	negatif
Gk jelas nih gmn gunain nya..Harus pake LinkAja..sedangkan apl LinkAja nya juga susah bwt di akses...huhuuuhhhhh	2	negatif
Gmna nasib supir angkot sedangkan kebanyakan supir sudah tua jarang punya hape,apalagih supir angkot klo masuk pom sehari bisa 4 kli jdi kasihan	2	negatif
Gmpng sekali daftarnya	5	positif
Good	4	positif
Good	4	positif
Good	4	positif
Good	4	positif
Good app from BUMN PERTAMINA	5	positif
Good job	4	positif
Good job	4	positif
Gpp bisa labih maju, gass aja boss lanjutin	5	positif
gpp sih cuman ribet	1	negatif
Gw udah nyumbang bintang 1	1	negatif
Hadiah tukar poinnya menarik	5	positif
Hahaaaaaa mempersulit negaraaa	1	negatif
Hai min thanks you banget yaa dengan aplikasi my pertamina ini dan udah ngedownload akhirnya jadi ngebntu banget buat anak bangsa sekarang. Bisa juga buat payment dan baru ini tidak ada kendala atau ngebug sama sekali. Keren mantap nih aplikasi nya Bintang lima dehðŸ˜†â¤ï¸	5	positif
Halo, terimakasih sudah memudahkan dalam bertransaksi. Selama memakai untuk isi ulang bahan bakar belom ada kendala ( cepat, aman, tertib ). Kedepan tambahkan jenis pembayaran seperti gopay atau ovo ya itu akan memudahkan kami lagi sefleksible mungkin ya biar semua merasakan kemudahannya	4	positif
Hapus aja ini apk gak guna	1	negatif
Harap Dibuat lebih simple tampilannya, dan top up nya ditambah selain link aja	4	positif
Harap semua spbu siapkan wifi gratis biar klo kehabis paket data bisa konek ke wifi punya spbu tempat kita isi bbm	4	positif
HARGA BBM DINAIKIN TERUS ENGGAK MIKIR RAKYAT KECIL ANJ	1	negatif
Harga bbm jangan naik	5	positif
Harus mulai belajar	5	positif
Harus ny beli bbm di permudah	1	negatif
Harus nya beli tinggal scan, tanpa buat bikin barcode dimypertam	2	negatif
Harus pake link aja . Ga bisa pake yang lain,.	2	negatif
Harus sabar menunggu , banyak sekali yg daftar my pertamina	4	positif
Harus sabar,terlalu susah masuknya	2	negatif
Harus sering update.....	2	negatif
HARUS TETAP DIUTAMAKAN PELAYANANYA ,JANGAN SAMPAI MASARAKAT KECEWA.	5	positif
Harusnya sdh terkoneksi ke berbagai alat pembayaran lainnnya macem ovo-gopay yg dipergunakan alat pembayaran transportasi online	2	negatif
Harusnya sistem pembayaran bisa seperti di KRL, namun namun dengan kuota nominal pending di tentukan sendiri sebelumnya. Jadi ketika tanki sudah penuh, kuota nominal masih ada, dikembalikan setelah scan kedua. Bayar di Alfa indo pakai token linkaja memang lebih simpel dari uang tunai. Tapi kalo bayar SPBU pakai my Pertamina atau linkaja, ribet. bikin lama antrian, jadi gak enak sama yang antri di belakang. Pengalaman pribadi.	1	negatif
Hebat dr dulu saya pake my Pertamina sya beli minyak tanah di toko sebelah bisa pke my Pertamina...karena lupa bawa uang tunai my Pertamina memang ok	5	positif
Hidup dbikin ribet mulu skrg....	1	negatif
Hobinya MENYUSAHKAN RAKYTANYA SENDIRI.	1	negatif
Ide nya siapa kah aplikasi brilian ini. Kalo jadi peserta diklat PIM udh dapat juara 1 ini :)	2	negatif
Ikut aturan aja yg penting positif	4	positif
Ikut ikutan aja sih hehe	1	negatif
Ikut mensukseskan subsidi tepat sasaran	5	positif
Ikut rating bintang 1 ja lah	1	negatif
Ikutan download ajaa biar besok2 tidak repot sendiri.	4	positif
ikuti	4	positif
INDONESIA MENJADI NEGARA MAJU, MODERN, SEJAHTERA, MAKMUR, BIJAKSANA, ADIL, DAN SPIRITUAL	5	positif
Indonesia sedang tidak baik-baik saja	2	negatif
Informasi agar lebih diperjelas lagi	4	positif
Informatif dan mudah	4	positif
Ini aplikasi nya kurang memadai isi data ada yg slah dan mau di update aja gk bisa, hubungi call center nya gk bisa di call di email juga ngk ada jawaban, seharusnya kasih solusi jika ada kesalahan data supaya bisa di updte ulang utk data yg salah	1	negatif
"Ini aplikasi payah.. tidak sesuai iklan pas di iklan pengajuan nya sangat mudah pas saya coba pangajuan di tolak. kalo gak niat kasih pinjaman mending gak usah buat iklan yg menjajikan.. sangat payah. tolong di jaga data"" saya.. kalo gak saya laporkan ke pihak berwajib. Trims"	1	negatif
Ini aplikasi sebenarnya untuk siapa..masyarakat yg duit pas pasan beli bbm ga bakal lebih dari 500rb,..	2	negatif
Ini bayar pke cash ga bisa? Apa harus bayar melalui link aja/debit?	2	negatif
Ini buat apa ya....apakah pembagian bensin gratis	2	negatif
Ini gimana sih buat reset pasword aja susah banget.	2	negatif
ini knp kok sering keluar sendiri? Udah daftar pas login sering keluar, mohon di perbaiki lagi yah, masih banyak bug soalnya, dan juga fitur pembayaran sangat terbatas, masa hnya bisa menggunakan Link aja, mana pas top up kena fee, knp ga menambah fitur dana/ovo, itukan biaya 0 saat top up. Kayaknya msih banyak yang harus di perbaiki dari aplikasi ini.	1	negatif
INI sangat cocok untuk pembelian BBM	5	positif
Input data gak bisa	2	negatif
Isi bbm sangat mudah	4	positif
Isi bensin aja ribet awowkwok	1	negatif
Isi bensin aja ruwet	2	negatif
Isi Bensin Tambah Ruwet..Di SPBU ada tanda di larang Menggunakan HP tp saat isi BBM harus menggunakan HP melalui App ini..	2	negatif
Isi biodata OK, saat isi data kendaraan tombol submit tidak aktif	4	positif
isi cukup mudah, lancar tidak usah antri panjang2.thxs.	4	positif
Jadi begini ceritanya.... TAMAT....	1	negatif
Jadi gampang isi bensin banyak voucher... Trims	5	positif
Jadi tambah ribet saja ðŸ˜¥	1	negatif
jarang punya kuota	1	negatif
Jelas dan aman	5	positif
Jelas dan lengkap	5	positif
Jelek bisa membahayakan nyawa	1	negatif
"Jelek,Verivikasi Lama."""	1	negatif
jika cara ini sebuah opsi its ok. namun jika harus/kewajiban tentu ada pihak2 lain yang merasa dipersulit.	4	positif
Jika sudah lancar baru ditambahkan bintangnya	4	positif
Jngn lupa Bintang 1 nya kakak	1	negatif
Jooos tingkatkan lagi	5	positif
Joosss Gampang Mudah Cepat	5	positif
Jos	4	positif
Jual aplikasi doang.... Daftarnya susah.	2	negatif
Kaga bisa daftar	1	negatif
Kaga punya internet gak bisa isi bensin?	2	negatif
Kalau belum siap,gausah maksain..	2	negatif
Kalau bisa setelah mendaftar, tdk perlu butuh waktu yg lama lagi sampai 14 hari baru mendapat konfirmasi mengenai status pendaftaran bersubsidi tersebut.	4	positif
Kalau buat aplikasi harusnya di trial error dulu ,nah ini uang elektroniknya cmn tersedia link aja yang rawan bug, coba di tingkatkan lagi kerjasamanya ke vendor seperti ovo,dana,gopay dan sopipay pasti lebih jos.	5	positif
Kalau mau naikkan harga harus juga di ikuti dengan ketersediaan barang juga donk..	2	negatif
Kalau mesin pengairan sawah atau mesin pembajak sawah kan nggak ada plat nomor kendaraan, itu gimana agar bisa beli BBM jenis solar	2	negatif
